Species_Name,X1.1_ActivityCycle,X5.1_AdultBodyMass_g,X8.1_AdultForearmLen_mm,X13.1_AdultHeadBodyLen_mm,X2.1_AgeatEyeOpening_d,X3.1_AgeatFirstBirth_d,X18.1_BasalMetRate_mLO2hr,X5.2_BasalMetRateMass_g,X6.1_DietBreadth,X7.1_DispersalAge_d,X9.1_GestationLen_d,X12.1_HabitatBreadth,X22.1_HomeRange_km2,X22.2_HomeRange_Indiv_km2,X14.1_InterbirthInterval_d,X15.1_LitterSize,X16.1_LittersPerYear,X17.1_MaxLongevity_m,X5.3_NeonateBodyMass_g,X13.2_NeonateHeadBodyLen_mm,X21.1_PopulationDensity_n.km2,X10.1_PopulationGrpSize,X23.1_SexualMaturityAge_d,X10.2_SocialGrpSize,X24.1_TeatNumber,X25.1_WeaningAge_d,X5.4_WeaningBodyMass_g,X13.3_WeaningHeadBodyLen_mm,X5.5_AdultBodyMass_g_EXT,X16.2_LittersPerYear_EXT,X5.6_NeonateBodyMass_g_EXT,X5.7_WeaningBodyMass_g_EXT,X26.1_GR_Area_km2,X26.2_GR_MaxLat_dd,X26.3_GR_MinLat_dd,X26.4_GR_MidRangeLat_dd,X26.5_GR_MaxLong_dd,X26.6_GR_MinLong_dd,X26.7_GR_MidRangeLong_dd,X27.1_HuPopDen_Min_n.km2,X27.2_HuPopDen_Mean_n.km2,X27.3_HuPopDen_5p_n.km2,X27.4_HuPopDen_Change,X28.1_Precip_Mean_mm,X28.2_Temp_Mean_01degC,X30.1_AET_Mean_mm,X30.2_PET_Mean_mm,USA_Endangered,Extinct,IUCN_LISTED
Cerdocyon thous,1,5741.66,99.7579,648.06,14,473.1365,1556.56,5592.83,7,195,57.18,1,1.41,1.49,243.33,3.09,1.8427,138,140,150.8133,3.54,67.4394,279.15,1.6018,6.07,72.33,1205.1963,260.1377,23891.0226,1.35,33685.2599,369269.2241,7091683.41,12.22,-34.68,-11.22,-34.79,-76.57,-55.68,0,35.64,0,0.1,118.7,229.96,1176.04,1459.24,0,0,0
Cervus elaphus,2,240867.13,119.3633,2136.72,12.8942,993.71,26373.9057,109187.3236,5,416.2674,235.61,1,58.42,54.81,376.2243,1.09,1.0972,321.6,8255.82,640.3972,2.9,9887.6875,659.91,17.5,4.26,104.64,43977.2,757.5621,38549.3522,1.0945,27294.5869,434331.6725,14167735.33,64.59,28.23,46.41,141.54,-124.73,8.4,0,60.79,0,0.04,44.42,27.73,421.62,662.37,0,0,0
Cervus nippon,2,52999.99,144.4486,1200.51,12.3392,1095,13742.9882,65591.3674,2,698.4558,223.66,1,1.43,0.62,400.5146,1,1.023,305.04,4277.11,570,0.75,965.747,518.12,7.5,4,197.7,18823.7259,564.1346,25562.6182,1.0619,203219.9518,363023.3081,2714652.61,47.71,20.22,33.97,145.82,107.98,126.9,1,331.55,16,0.04,88.81,98.55,789.14,883.95,0,0,0
Chaerephon aloysiisabaudiae,1.02,33.9658,51,90.0194,9.85,367.8615,45.8761,42.1835,1.35,132.2805,109.3899,1,0.06629148,0.03057272,254.7483,1.0128,1.3644,90.5936,7.6071,34.9944,904.4004,321.3675,302.2859,1.249,5.58,65.1006,21.5061,85.4663,19.54,1.9465,4532.3957,216295.2668,686927.63,9.03,-1.32,3.85,32.53,-3.33,14.59,0,23.06,1,0.13,143.46,244.58,1459.3,1577.69,0,0,0
Chaerephon ansorgei,1.31,15.9231,45.99,71.8238,15.6479,247.5334,28.9846,18.0947,1.25,126.2829,68.43,1,0.0729746,0.039434153,146.0129,1.6574,1.759,69.74,3.180543,28.1657,1176.8978,2474.695,242.0506,1.099,5.8,72.83,12.1659,73.6655,14.53,2.3347,4521.2781,299939.6051,5163213.18,4.78,-28.43,-11.82,37.83,13.39,25.61,0,27.89,2,0.16,111.51,226.89,1125.34,1509.98,0,0,0
Chaerephon bemmeleni,1.16,16.5812,43.5,69.8282,9.9814,355.0572,35.3548,18.6087,1.16,124.083,108.6469,1,0.07127704,0.03020367,250.9659,0.9965,1.305,91.8756,4.205,29.5878,1109.5568,2759.152,300.772,1.16,6.01,55.8614,15.3541,71.7543,12.39,2.0439,4524.1262,299952.0041,3206708.09,8.83,-6.01,1.4,37.12,-10.01,13.55,0,60.61,1,0.12,128.81,239.37,1269.15,1583.01,0,0,0
Chaerephon bivittatus,1.4,15.42,48.99,69.8469,11.4516,342.4371,22.7857,16.2393,1.03,125.1314,85.3926,1,0.06464491,0.026618843,171.4256,1.3711,1.3355,91.0791,2.3478,27.8065,1393.1401,2829.0605,246.6908,1.3816,5.43,49.0581,9.7334,74.4459,13.9378,2.1324,4521.292,163298.7079,3573026.75,16.83,-21.07,-2.12,44.06,26.14,35.1,0,46.04,3,0.13,73.12,220.86,871.55,1531.22,0,0,0
Chaerephon bregullae,1.23,403.6386,77.4541,235.9164,17.4029,465.2395,271.3901,569.7475,2.51,189.8278,81.2226,1.23,4.33752863,8.65005094,281.0914,1.6931,1.248,103.9545,33.2791,84.9406,1320.0433,1785.3824,376.6519,1.7205,5.5,73.6802,151.1912,217.5599,231.2249,1.3174,24602.2373,138747.3476,10238.58,-14.62,-17.01,-15.81,179.99,-179.99,0,14,32.07,14,0.1,293.36,236.3,1328.8848,1570.8779,0,0,1
Chaerephon chapini,1.15,15.1826,36.5,68.9065,11.6489,393.0814,34.3691,19.017,1.19,135.4199,109.3856,1,0.13240434,0.0414305,258.8354,1.0061,1.165,109.1144,3.7024,26.8545,1320.3992,1997.7667,348.4907,2.1123,5.63,62.2478,14.357,74.0404,7.49,1.9398,4522.2564,300148.7411,1035410.19,3.22,-1.45,0.88,37.75,12.17,24.96,0,36.75,1,0.14,135.76,236.69,1413.67,1573.23,0,0,0
Chaerephon gallagheri,1.32,451.9909,37.5,195.3523,12.005,631.0131,342.9988,681.6005,1.18,217.341,135.6555,1,1.2261933,0.87198645,299.7955,1.0765,1.2206,158.5105,51.0447,85.0106,1231.2671,1324.4685,616.1736,2.666,4.65,83.8645,137.9463,175.0708,8.1,1.5019,4534.9272,165523.8205,3529.03,-2.83,-3.44,-3.14,26.07,25.47,25.77,5,9.8,5,0.14,137.79,237.4,1411.79,1591.79,0,0,0
Chaerephon jobensis,1.32,20.71,46.5,70.7773,16.4794,384.3522,27.3658,20.7702,1,137.2333,97.4453,1,0.17282624,4.219261194,275.1552,1.2275,1.12,95.9384,3.685243,29.2274,2581.6745,2453.0815,345.9517,1.3333,4.84,60.8525,12.2962,83.0698,13.813,1.9491,24592.673,79319.8343,2825882.53,-1.59,-27.1,-14.35,152.11,113.14,132.63,0,1.29,0,0.05,65.76,246.72,632.7,1614.74,0,0,0
Chaerephon johorensis,1.19,50.6781,47.24,94.8033,11.8656,461.2616,104.3533,102.6308,1,190.0102,119.4949,1,0.41153107,0.44025686,280.8485,1.1199,1.186,118.4415,37.7946,65.812,1778.1823,1470.2725,396.5891,1.3183,4.69,76.697,56.2068,119.5093,15.69,1.6534,24605.1228,548.7469,24699.24,5.45,2.17,3.81,103.92,98.5,101.21,3,105.65,3,0.11,210.92,252,1682.41,1808.3,0,0,0
Chaerephon leucogaster,1.12,35.8214,59.9909,104.5366,9.6672,326.2138,50.4095,38.3911,1.51,137.3855,98.0661,1.01,0.04886842,0.027198593,160.4942,1.1058,1.9338,78.5616,6.1308,34.6886,689.0608,429.763,246.0545,1.105,5.61,51.6717,21.0926,84.0712,32.5064,2.1948,4530.674,222569.6287,6151633.14,13.36,-25.07,-5.85,49.16,-6.48,21.33,0,43.35,1,0.12,120.76,243.06,1197.84,1569.74,0,0,0
Chaerephon major,1.26,15.17,44.94,64.3749,9.2855,367.6511,26.0461,14.804,1.19,147.3803,110.6963,1,0.09812365,0.032618073,220.1479,1,1.2102,95.7867,2.674,27.3103,1631.0492,3658.7005,267.9484,1.6417,5.66,56.1061,10.7264,72.2431,10.893,2.0221,24593.4526,295261.9304,4903108.69,17.66,-8.26,4.7,39.59,-17.53,11.02,0,43.15,1,0.11,84.98,259.65,863.77,1619.59,0,0,0
Chaerephon nigeriae,1.32,20.14,47,70.627,11.4589,353.9144,29.4481,17.926,1.07,144.5429,97.1129,1,0.0868561,0.062241453,230.8251,1.0633,1.1994,99.5312,3.1558,30.1809,1310.363,2698.7445,284.5051,1.1583,6.04,55.774,15.1667,72.5624,13.8484,2.0445,4521.5379,286531.4968,6732376.9,12.82,-24.74,-5.95,40.84,4.74,22.79,0,27.69,1,0.15,99.84,233.35,980.1,1532.09,0,0,0
Chaerephon plicatus,1.09,21.83,46.39,82.6157,10.7981,377.6715,43.9012,31.0997,1,174.0158,88.64,1,0.048041292,0.341990457,175.7884,0.99,2,90.4816,4.5,36.2976,1384.1425,1000,231.4029,2.0442,5.64,42.7682,10.681,125.5631,13.3282,2.0803,78270.3605,167541.5392,4893584.82,31.02,-8.96,11.03,126.6,71.16,98.88,1,244.83,9,0.1,155.19,250.06,1101.45,1563.04,0,0,0
Chaerephon pumilus,1.61,10.98,38.99,80.0859,0,152.08,62.4171,47.4992,1,163.2724,62.57,1,4.14455058,2.29110101,88.9886,1,3,60,3.63,36.29,1578.4697,56,140.97,5.6383,5.73,24.5,54.4463,82.8949,99199.2117,2.8203,15701.9231,278378.8043,14309050.1,17.23,-34.83,-8.8,50.26,-17.53,16.36,0,36.24,1,0.14,96.01,238.79,958.76,1545.68,0,0,0
Chaerephon russatus,1.21,16.98,44.49,66.121,8.0497,364.2493,27.2013,15.924,1.17,151.529,109.2287,1,0.08390318,0.034187763,218.6807,0.99,1.3752,90.7456,3.0309,28.1958,1223.4322,2613.7045,268.6335,1.7073,5.95,53.4156,13.7702,74.4187,9.7528,2.0287,4521.9614,300266.1711,1671003.78,7.94,-1.84,3.05,35.92,-1.56,17.17,0,76.66,2,0.13,139.02,240.19,1348.94,1576.48,0,0,0
Chaerephon shortridgei,1.24,134.7791,71.1231,161.872,14.5513,191.8123,112.1781,131.9702,2.42,80.1522,43.0865,1.74,0.0314257,0.016519004,89.1282,2.9271,2.4035,69.89,8.1253,43.91,1094.6829,5030.1917,143.3145,1.16,5.77,34.0147,35.3276,121.1692,107.8574,2.3782,7.0577,299800.9487,1435430.68,-10,-19.95,-14.97,33.16,14.31,23.74,0,8.19,1,0.18,75.33,214.71,748.39,1443.58,0,0,0
Chaerephon solomonis,1.27,384.2561,116.5319,214.0935,30.9185,557.5394,273.5193,535.916,2.12,271.2839,70.3677,1.03,0.2356842,0.54609325,270.0216,1.2897,1.2625,109.5542,38.0406,97.103,474.0338,921.695,479.8459,1.4195,4.05,149.8029,187.316,223.8052,452.3109,1.3459,4558.3231,378.8844,6980.78,-6.58,-8.58,-7.58,159.9,156.37,158.14,13,13,13,0.18,189.19,269.59,1636.3868,1710.4722,0,0,1
Chaerephon tomensis,1.36,7.48,38.62,121.3622,7.5248,635.008,4358.5829,33264.049,1.44,349.129,156.3073,1.02,8.91587116,26.4094981,279.0651,1.2633,1.4415,140.1584,1708.1826,130.2479,2681.727,706.5095,499.6218,8.6965,4.68,101.7184,2923.5259,535.4015,27.3844,1.5151,62620.6059,498361.0707,862.58,0.41,0.02,0.22,6.76,6.47,6.61,144,144,144,0.11,158.495,219.172,1304.2228,1545.2807,0,0,1
Chaeropus ecaudatus,2,219.51,107.9718,246.5114,11.275,643.9115,395.7394,639.6958,2,226.5292,132.3768,2,0.1266998,0.12590589,287.665,1.41,1.3201,158.0738,97.7724,94.4253,211.4005,53.3292,581.6107,1.5025,4.05,84.7225,256.3398,205.8587,439.0827,1.2943,33.1816,86479.5359,84348.6601,3.9101,-3.2501,-0.5142,38.6645,34.0176,37.8228,9.14,87.1963,13.69,0.1414,104.3405,210.6578,1136.8489,1503.8751,0,1,0
Chaetocauda sichuanensis,1,31.51,56.2153,91.8,17.9693,257.3992,55.0591,40.8299,1.8,115.1318,39.4079,1,0.042533,0.022532115,114.2288,3.0998,1.6984,48.1932,3.727499667,39.0233,1938.1707,134.9185,267.0932,1.7475,6,42.1741,40.6359,434.4496,41.6926,2.4285,26730.1551,101134.4651,37.63,32.36,32.29,32.33,104.27,104.2,104.23,36,36,36,0.02,69,132,732,830,0,0,0
Chaetodipus arenarius,1.05,23,50.7126,68.37,16.9803,126.1021,35.1685,25.9841,1.83,93.5605,29.9032,1.89,0.08940189,0.05512224,35.332,2.91,3.1629,49.0369,2.6773,30.9694,1734.6618,73.341,80.9762,1.525,5.53,25.8047,12.4345,70.429,75.4002,3.5948,9.3017,216348.6995,84613.78,32.57,23.08,27.83,-109.88,-116.33,-113.1,1,7.21,1,0.12,13.35,181.15,201.56,1191.51,0,0,0
Chaetodipus artus,1.03,25.6376,49.1188,88.81,15.9388,116.4025,40.9051,28.3866,1,102.6802,35.2454,1.72,0.05160639,0.02466104,33.1784,3.0366,4.38,47.7475,2.4049,32.4462,1693.4204,379.65,75.6063,1.01,5.87,25.6685,13.0302,71.5473,22.03,3.8328,9.6592,216360.2524,89639.36,28.1,22.34,25.22,-105.29,-109.84,-107.57,2,30.76,4,0.08,39.44,195.18,775.7,1422.34,0,0,0
Chaetodipus baileyi,1.02,28.44,50.0735,93.93,15.5382,111.0387,38,29.1,2,98.4248,28.2523,1.94,0.03427494,0.017181334,34.8561,3.68,3.6701,44.4584,2.1923,32.0629,3548.51,5112.6205,64.4182,1.0983,5.69,25.0467,17.186,74.9309,113.9541,3.8078,9.4757,216342.3012,225471.23,34.36,25.56,29.96,-108.48,-114.93,-111.71,0,22.35,1,0.15,22.76,197.61,388.99,1191.29,0,0,0
Chaetodipus californicus,1.21,23.01,52.0021,91.9636,15,106.8663,21.45,22,2.95,114.6158,25.16,1.91,0.03517702,0.016966945,34.3407,4,3.8801,51.642,1.5,32.9646,2850.1056,641.4105,72.9441,1.8175,6.97,23,10,73.5129,211.3215,3.987,10.8599,239419.2562,116215.94,38.95,30.61,34.78,-115.09,-122.51,-118.8,1,191.93,2,0.1,34.72,117.04,328.43,1146.7,0,0,0
Chaetodipus dalquesti,1.04,119.3093,65.8069,153.2055,15.1589,107.8343,126.9055,120.3306,2.59,112.5538,33.1557,1.77,0.04514787,0.02573535,41.5948,2.7074,3.621,60.002,5.8036,47.2115,1510.3044,70.944,78.6726,1.08,6.32,26.7073,32.078,107.79,127.3342,3.5267,15.6526,216462.1439,6751.03,24.08,22.86,23.47,-109.72,-110.92,-110.32,10,12.21,10,0.1,19.17,200.62,568.926,1356.9202,0,0,0
Chaetodipus eremicus,1.01,41.2028,58.9239,108.5272,14.9191,109.6465,53.3928,43.3697,2.42,101.0819,28.1238,1.89,0.03326073,0.018130435,32.627,3.5339,3.5582,42.0198,2.8546,32.9414,875.0794,37.092,63.5186,1,5.8,27.3175,17.28,80.1208,94.6325,3.7523,10.6285,216346.9648,541954.63,33.45,21.74,27.59,-99.41,-108.86,-104.13,0,13.13,0,0.12,26.29,174.4,445.42,1139.6,0,0,0
Chaetodipus fallax,1.11,19.19,60.1108,83.35,16.2619,209.8704,30.2,19.9,3,107.8833,25,1,0.0023,0.00294,98.2782,3.45,1,99.6,2.1859,31.6082,502.5,268.7645,168.83,1,7.15,29.4813,13.5819,82.8298,304.0529,2.5743,10.8264,216475.3155,82998.2,34.73,27.56,31.14,-113.85,-117.82,-115.84,1,102.6,1,0.14,16.49,144.93,284.57,1150.02,0,0,0
Chaetodipus formosus,2.85,20.02,59.2046,193.91,24.1834,363.1874,121.7974,140.7582,3.89,120.6433,28,1.86,0.05362036,0.026090532,243.556,5.28,1,60,1,37.834,2376.4752,184.2972,377.57,3.0663,9.06,21,8,105.2875,412.237,1.9658,18627.292,229889.4011,397044.69,41.69,26.75,34.22,-111.08,-120.6,-115.84,0,20.16,0,0.13,17.81,117.14,258.62,1043.37,0,0,0
Chaetodipus goldmani,1.01,82.1921,63.281,133.3399,16.1396,116.8358,98.8835,83.8219,2.81,100.5929,32.5385,1.79,0.03336976,0.017043873,42.6178,2.9388,3.787,57.751,4.8446,41.9918,1024.5183,75.007,75.1211,1,6.13,28.3661,29.3625,95.5672,133.8118,3.626,11.3366,216337.2123,59093.22,30.84,25.25,28.04,-108.08,-110.63,-109.35,1,24.08,1,0.17,25.66,205.2,588.25,1331.91,0,0,0
Chaetodipus hispidus,1.09,37.24,51.8542,104.51,15.7635,114.2422,48.41,37.4,1,96.6654,24.5145,2,0.02997584,0.01578565,35.0602,5.34,2,40.606,2.0393,31.8436,1592.225,277.189,100.5054,1,6.36,30.18,13.5608,72.862,26.913,3.3681,12.5391,295550.0578,2344025.56,46.76,19.63,33.2,-93.12,-111.55,-102.34,0,23.87,0,0.07,44.13,149.22,617.57,1061.62,0,0,0
Chaetodipus intermedius,1.09,14.94,56.3685,78.871,15.0364,110.9481,15.62,14.6,2.39,91.6486,25.3042,1.91,0.03425318,0.01793287,34.4033,5.53,2.9707,38.0324,1.3081,29.4884,425.17,1221.215,70.4275,1.1625,6.64,24.9847,8.5053,75.8054,221.2451,3.6125,15.2057,216357.6364,511920.17,37.45,26.99,32.22,-102.99,-114.94,-108.97,0,13.51,0,0.16,24.36,160.66,364,1166,0,0,0
Chaetodipus lineatus,1,23,52.5697,73.58,13.2281,173.1983,179.0924,298.4115,1,106.0231,47.8044,2,4.3192474,1.80881916,63.0859,3.3712,2.7775,64.3316,15.2773,46.1925,2445.5195,93.4575,171.4705,2.0025,7.04,26.9568,39.6869,117.655,40.4119,2.9741,15.2479,216462.47,18026.29,23.7,21.81,22.75,-100.42,-101.8,-101.11,9,36.07,9,0.07,30.66,144.54,575.69,1168.48,0,0,0
Chaetodipus nelsoni,1,15.53,57.3252,79.83,14.3051,99.1711,35.8939,19.533,3,104.7527,30.63,2,0.00284,0.00305,32.4052,3.46,3.4494,37.065,1.913,29.9129,473.46,55.0585,58.5733,1.0083,5.96,24.0111,10.2719,76.5568,175.9786,3.743,10.6554,216359.7084,566702.48,32.46,21.08,26.77,-99.17,-106.12,-102.64,0,20.53,0,0.08,31.52,173.55,516.01,1155.75,0,0,0
Chaetodipus penicillatus,1.07,15.57,58.6674,77.36,14,108.9709,22.4,16,2.84,97.6741,26,1.92,0.00503,0.00641,33.9359,3.4,2.6627,44.131,2.1077,31.2932,172.99,438.5475,67.0832,1.2025,5.95,24.1264,15.7445,80.163,433.4035,3.3646,16.5643,216392.2618,407770.3,37.45,26.73,32.09,-108.4,-118.07,-113.23,0,22.26,0,0.17,20.78,171.96,333.65,1167.54,0,0,0
Chaetodipus pernix,1.03,17,47.1399,71.87,15.1036,110.9733,32.9877,19.1487,1,99.8236,33.0104,1.84,0.03147352,0.016931013,33.857,3.0823,3.8192,42.1049,2.2377,31.8582,1640.812,256.603,68.747,1.02,5.73,25.5934,10.7124,70.5179,27.4366,3.7768,10.3812,216357.5891,99496.23,29.22,21.93,25.58,-104.89,-110.63,-107.76,1,31.79,3,0.09,38.96,212.41,733.83,1378.69,0,0,0
Chaetodipus rudinoris,1.15,134.9825,68.0271,157.5128,14.7106,145.0637,124.8649,123.328,3.5,86.0094,27.0289,1.82,0.674199173,0.570566221,55.3301,4.3831,2.6123,59.405,4.9809,48.1693,921.8551,254.3535,98.3762,1.235,8.05,26.4398,32.5415,119.0766,319.9521,3.0324,14.5614,216358.1291,100302.54,33.45,23.28,28.37,-109.84,-116.62,-113.23,0,12.23,1,0.12,12.01,179.57,216.94,1124.99,0,0,0
Chaetodipus spinatus,1.07,16.34,50.0567,83.66,16.4676,134.2697,34.5158,23.0379,2.37,95.7387,27.8078,1.88,0.673764884,0.58639921,38.4176,3.5,2.506,49.16,2.2016,33.3799,1151.7844,71.039,81.5169,1.505,5.85,26.4573,30.2124,77.617,155.7226,3.3203,12.2141,216352.7311,126559.57,35.34,22.86,29.1,-109.39,-116.76,-113.07,0,13.18,1,0.12,12.35,177.58,215.47,1139.44,0,0,0
Cricetulus barabensis,1.59,126.3834,66.2155,162.9341,13.2573,111.9911,136.5047,126.6791,2.98,87.611,22.8026,1.89,0.050748495,0.020598314,46.3075,6.06,3.5027,53.185,2,41.7676,2756.2538,5248.9105,90.9394,1.3525,8.66,20,14,110.7192,215.9352,3.7152,8.8931,79705.5948,3474277.84,55.7,29.92,42.81,134.24,75.34,104.79,0,129.33,1,0.03,34.34,11.91,433.81,587.45,0,0,0
Cricetulus kamensis,1.47,2257.3942,80.8326,441.8833,24.1114,434.0547,722.4242,1769.9455,2.23,164.6325,43.6486,1.39,5.0972586,6.2777001,324.9973,3.1142,1.3725,110.8054,48.045,104.7845,1495.7999,221.258,392.1159,3.7085,6.39,71.0747,668.8274,229.1173,815.3418,1.2018,33.4622,725.2376,2957.22,39.82,39.19,39.5,101.59,100.96,101.27,0,11.54,0,0.03,10.16,41.12,124.06,566.02,0,0,0
Cricetulus longicaudatus,1.37,660.9171,73.3256,259.0226,23.7242,361.5106,377.7571,650.094,2.78,101.3766,33.2556,1.57,0.112007636,0.07876691,270.9477,5.71,1.0662,70.5334,8.1346,53.3762,1554.0087,5195.0415,356.6661,1.2975,8.3,51.2865,121.8101,194.4901,498.4521,1.3879,15.9874,79787.8658,2110470.47,56.09,31.33,43.71,115.21,96.17,105.69,0,61.13,0,0.06,31.22,6.6,378.76,636.29,0,0,0
Cricetulus migratorius,1.43,30.59,65.0985,106.7719,20.4925,134.2059,80.1631,73.1077,3.34,90.6018,12,1.95,0.03559273,0.06896021,51.0578,5.2,2,48.704,2.4831,33.3909,221.44,106.9227,109.5214,1.3371,7.91,24.5,17.1855,95.4372,502.7148,3.2029,14.1285,183283.6425,10345012.78,56.96,28.07,42.51,111.43,25.08,68.25,0,33.66,0,0.05,24.91,63.96,279.95,726.56,0,0,0
Cricetulus sokolovi,1.28,1426.7377,66.8451,346.035,26.4749,404.5898,531.9977,1176.703,2.3,124.9039,36.8816,1.51,0.6805916,0.57795989,283.9011,4.4079,1.431,92.1336,24.9942,80.5009,1645.0833,204.795,343.2134,2.241,7.83,61.5053,227.611,219.1885,598.9659,1.4005,21.2257,614.2772,450811.92,47.18,40.76,43.97,118.61,103.46,111.04,0,5.46,1,0.04,23.56,14.25,277.56,558.34,0,0,0
Cricetus cricetus,1.52,428.95,69.6632,203.711,15.7366,91.25,231.68,362,3.37,97.2825,19.5,1.85,0.04592841,0.02605013,131.4,7.14,2,48,4.71,48.3551,1925.5132,5079.945,86.48,1.7833,8.85,24.85,87.47,161.4599,333.4843,2.4484,9.0155,183274.8684,6712427.93,61.52,41.69,51.6,95.38,2.53,48.95,0,45.61,1,0.00413,37.91,35.6,392.13,499.88,0,0,1
Crocidura aleksandrisi,1.28,1465.2307,70.1696,368.2986,16.0616,363.4695,713.9315,1295.5247,2.61,130.3197,54.2351,1.34,7.06083358,6.23830925,182.067,2.9135,2.1265,105.3325,35.6996,78.8938,2232.9514,10315.9192,293.0236,2.6525,5.85,47.7193,307.5437,207.8227,511.702,1.5485,18.4334,216429.0054,9752.34,31.53,30.44,30.99,22.84,21.76,22.3,1,4.2,1,0.1,1.21,205.56,101.96,1146.73,0,0,0
Crocidura allex,1.24,211.3214,74.4915,178.723,16.3558,371.6067,140.0425,277.83,2.16,99.0748,55.8649,1.44,0.06958381,0.039641745,195.1493,3.99,1.5465,77.75,13.7621,56.8792,1329.4901,16.8013,293.0991,1.125,6.15,43.9579,73.3731,145.6543,188.6276,1.6279,13.552,113566.9046,14179.21,-0.15,-3.49,-1.82,37.61,35.26,36.44,7,87.36,7,0.21,66.32,180.98,923.7,1560.64,0,0,0
Crocidura andamanensis,2.72,28152.7963,128.655,883.1574,10.8008,821.2719,6842.3847,41959.2258,2.57,420.4973,185.2842,1.09,10.8016155,23.7626,328.361,1.3163,1.1401,188.034,1221.5881,360.7085,145.1204,625.5935,707.644,8.095,4.23,122.4849,6361.4749,569.9103,1981.3902,1.1665,61343.7054,306863.4583,4526.74,13.57,11.47,12.52,93.09,92.52,92.81,41,50.24,41,0.21,215,268,1171.4154,1612.6158,0,0,1
Crocidura ansellorum,1.18,2600.211,104.3078,488.9214,12.3596,443.655,813.6965,2592.0798,3.23,245.3571,105.8121,1.13,0.408285,0.5117042,252.409,1.4714,1.5175,146.3048,119.5736,133.6733,59.6735,48.1509,431.6563,1.289,4.38,85.2843,762.4339,251.266,1623.4594,1.3493,68.1191,216355.278,39928.17,-10.84,-12.65,-11.75,26.16,23.45,24.81,2,8.43,2,0.3,104.85,206.58,896.98,1434.71,0,0,1
Crocidura arabica,1.37,2470.2855,105.8225,473.8033,18.1095,433.7342,690.1667,2249.4122,2.85,201.4564,76.9481,1.21,4.67305,5.78635315,219.0662,2.0958,1.6955,143.5056,77.7732,145.8047,207.6277,5234.8966,428.8895,2.311,4.77,70.003,746.7766,246.2773,814.8246,1.4722,4576.6342,698.6251,97952.06,26.38,12.59,19.48,59.83,43.82,51.83,0,33.85,0,0.26,5.22,235.22,158.23,1645.63,0,0,0
Crocidura arispa,1.59,3953.9366,77.8745,417.9036,18.1965,675.9609,1033.6773,3060.7197,1.81,203.6797,72.6263,1.4,4.778775,3.50255364,301.7744,2.6936,1.2145,159.0031,86.3502,113.8064,1552.0146,100.6699,643.207,3.037,5.2,69.3542,765.3141,435.746,410.0008,1.2388,2178.3316,161385.3628,74611,38.42,36.13,37.27,35.22,28.31,31.77,25,62.77,33,0.1,54.42,119.78,391.38,1111.57,0,0,0
Crocidura armenica,1.68,772.2999,66.2188,242.7945,23.008,419.1969,438.4718,756.267,2.18,141.9468,36.5425,1.58,0.186098786,0.11283612,273.7139,3.8218,1.1925,89.9673,15.3429,66.8675,1888.746,34.0072,354.7223,2.0051,7.64,43.1783,159.5687,216.5291,388.1792,1.4831,14.6121,704.7789,85332.27,41.63,38.97,40.3,47.5,42.7,45.1,23,85.28,29,0.02,39.05,68.89,516.17,802.05,0,0,0
Crocidura attenuata,1.2,853.22,111.4311,299.7629,14.7945,487.8954,441.2726,736.823,2.64,222.923,112.4043,1.09,0.12103212,0.13810156,275.8127,0.99,1.2025,137.5298,29.6014,101.8774,183.7614,402.677,367.5397,1.4632,4.73,78.8816,220.4906,228.9533,574.914,1.3271,31.3299,101690.8286,3585977.83,29.64,-8.78,10.43,122.03,83.64,102.84,1,171.21,5,0.08,157.48,194.92,1112.36,1393.82,0,0,0
Crocidura attila,1.19,103.1462,71.9483,150.1175,13.873,146.0173,117.7863,106.0431,2.66,100.076,37.8457,1.6,0.02906944,0.01570322,54.9016,2.4886,4.1063,56.37,6.9121,47.1332,805.5559,71.902,86.3784,1.215,5.85,26.0822,32.3533,114.1222,153.9568,3.1668,24591.4947,216348.4741,320205.39,6.52,0.74,3.63,17.21,8.67,12.94,1,26.23,1,0.07,157.36,239.95,1306.77,1495.86,0,0,0
Crocidura baileyi,1.84,24765.7523,125.7139,807.2829,10.2849,802.1401,4119.4337,30539.4086,2.34,305.6692,177.2694,1.12,9.1237166,7.1291,325.1832,1.3932,1.1557,169.4332,1360.2101,328.6531,192.0235,79.89,643.2789,4.7105,4.18,105.093,4311.4569,510.2301,1533.3991,1.1783,199.8019,109310.0913,72438.02,13.2,9.44,11.32,39.84,37.09,38.46,28,111.12,30,0.14,98.83,164.98,928.3,1504.6,0,0,0
Crocidura baluensis,1.86,91062.2142,115.4785,1496.489,6.3036,818.9097,17577.7469,66587.9972,2.15,249.3957,213.9716,1.02,7.4199155,8.7887,357.8442,1.1454,1.1274,220.7608,4866.0466,521.1893,110.9182,100.754,753.0525,8.642,3.86,126.8796,17807.0986,444.4078,4387.7186,1.1389,21789.0428,338536.7811,126379.606,6.4147,0.8742,3.0945,30.0742,19.8046,24.7617,8.07,93.1572,12.535,0.1282,130.4669,229.5897,1311.0362,1572.8719,0,0,0
